# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "gene" "-g" "gene_id" "-O" "-s" "2" "-J" "-R" "BAM" "-M" "--fraction" "-G" "data/00ref/Bpertusis_tohamaI.fna" "-T" "16" "-a" "data/00ref/Bpertusis_tohamaI.gtf" "-o" "results/05counts/read_counts" "results/03map_reads/JK-9534_2_10.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_11.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_12.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_13.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_14.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_15.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_16.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_17.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_18.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_19.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_1.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_20.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_21.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_22.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_23.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_24.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_25.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_26.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_27.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_28.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_29.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_2.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_30.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_31.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_32.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_33.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_34.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_35.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_36.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_3.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_4.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_5.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_6.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_7.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_8.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_9.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/03map_reads/JK-9534_2_10.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_11.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_12.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_13.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_14.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_15.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_16.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_17.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_18.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_19.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_1.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_20.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_21.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_22.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_23.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_24.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_25.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_26.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_27.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_28.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_29.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_2.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_30.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_31.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_32.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_33.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_34.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_35.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_36.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_3.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_4.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_5.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_6.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_7.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_8.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_9.Aligned.sortedByCoord.out.bam
BP_RS08355	NC_002929.2	1764073	1764501	+	429	14.62	18.44	28.28	28.32	21.94	15.59	19.85	5.85	30.36	32.35	15.51	22.87	20.32	34.25	35.17	9.54	34.58	41.16	24.55	31.59	35.52	7.35	9.95	42.73	23.57	15.16	29.47	22.75	27.62	2.64	16.99	10.96	14.14	13.89	22.80	17.61
BP_RS08360	NC_002929.2	1764498	1765448	-	951	29.93	26.99	34.16	67.71	23.09	24.67	32.36	10.94	34.92	34.76	25.85	19.73	20.98	41.28	43.06	15.23	37.19	22.75	26.29	44.62	39.68	21.00	15.86	26.98	26.25	20.13	33.96	21.24	32.90	11.50	27.22	25.22	26.66	32.87	36.35	34.60
BP_RS08365	NC_002929.2	1765554	1765745	+	192	31.23	13.50	40.83	21.56	11.53	16.25	29.38	14.14	31.00	17.49	12.77	11.70	18.75	50.47	37.46	25.10	22.43	25.68	29.79	30.25	26.24	16.27	22.44	27.69	27.48	25	35.71	15.69	22.25	2.25	20.30	27.72	19.68	13.66	20.10	14.75
BP_RS08370	NC_002929.2	1765742	1766464	-	723	45.68	59.09	77.46	61.35	31.35	35.34	57.46	22.76	70.00	41.70	16.70	41.58	31.81	71.15	61.87	44.93	52.88	64.62	50.01	58.75	71.76	26.82	34.95	59.94	34.23	31.75	56.37	42.29	59.98	13.95	42.29	48.68	47.50	35.32	60.69	35.96
BP_RS08375	NC_002929.2	1766457	1766879	-	423	15.31	14.50	21.52	12.65	13.27	5.52	20.77	5.72	20.29	10.80	9.04	20.11	10.82	27.53	20.95	9.87	8.80	17.11	13.34	12.75	24.57	5.92	7.25	17.02	12.10	10.56	13.16	16.16	16.39	1.19	12.67	13.10	15.77	12.07	14.43	13.01
BP_RS08380	NC_002929.2	1766903	1768090	-	1188	223.39	164.00	241.32	299.54	161.17	175.68	191.53	85.30	287.50	216.17	74.69	192.45	164.68	354.46	285.27	220.78	242.82	260.27	204.70	263.29	290.15	75.65	166.09	316.32	161.98	167.03	319.80	279.56	223.50	44.40	177.05	155.26	131.18	139.61	204.42	152.84
BP_RS08385	NC_002929.2	1768094	1768474	-	381	8.69	13.86	17.69	26.95	10.69	13.37	16.93	7.10	17.15	15.77	10.05	20.71	11.67	12.35	22.72	13.39	18.26	11.31	12.85	18.10	16.50	10.22	4.43	9.87	13.47	15.07	20.33	12.55	6.42	7.56	12.38	11.97	9.25	18.31	13.89	7.17
BP_RS08390	NC_002929.2	1768741	1770069	+	1329	65.43	56.65	79.85	78.14	46.28	61.07	68.94	18.44	99.15	62.44	27.95	45.76	53.65	99.72	90.67	47.55	96.17	84.78	81.05	66.76	103.85	51.49	50.17	78.56	73.41	43.37	100.36	69.90	55.47	18.18	50.28	49.15	38.84	53.01	71.62	52.38
BP_RS08395	NC_002929.2	1770194	1771165	+	972	41.35	28.00	47.62	49.98	34.78	30.05	34.51	9.50	53.12	27.59	14.37	35.13	19.70	62.47	44.66	17.04	50.62	34.46	27.58	32.85	43.30	23.93	20.90	37.44	41.77	21.36	35.17	23.15	33.21	17.77	35.91	33.74	30.52	34.11	35.64	31.03
BP_RS08400	NC_002929.2	1771179	1771892	+	714	67.75	65.31	95.81	125.74	71.44	79.38	75.52	22.84	112.26	119.69	49.48	115.44	77.23	146.58	129.46	45.91	129.99	124.02	84.84	105.90	136.64	55.85	63.77	143.90	91.00	71.90	103.38	104.94	79.18	26.57	72.48	65.46	74.08	65.25	108.73	74.33
BP_RS08405	NC_002929.2	1771897	1772814	-	918	60.38	68.73	104.09	111.40	56.30	63.56	73.77	28.55	115.11	87.95	44.21	58.57	61.24	119.48	92.12	40.92	83.13	74.27	60.92	91.33	96.07	62.03	58.68	90.64	69.24	49.40	95.99	76.26	79.08	25.77	87.64	52.40	54.47	59.87	91.63	83.04
BP_RS08410	NC_002929.2	1772921	1773217	+	297	26.44	20.95	39.03	21.83	19.10	26.79	24.96	9.10	37.20	30.35	9.63	22.14	9.25	38.63	38.20	16.39	20.64	20.10	29.19	35.23	39.60	10.91	11.71	25.36	20.39	26.74	32.26	38.88	38.42	4.11	25.87	14.78	19.95	18.63	14.43	15.69
BP_RS08415	NC_002929.2	1773316	1774266	+	951	4.30	6.06	10.44	7.35	0.21	2.05	3.52	5	9.23	4.43	0.27	2.26	4.42	11.41	10.48	4.27	7.10	9.08	4.13	7.55	2.33	3.28	2.06	1.76	5.61	5.50	2.55	7.38	3.22	3	3.17	3.06	3.25	6.19	7.54	5.07
BP_RS08420	NC_002929.2	1774266	1775003	-	738	214.42	189.77	307.20	198.00	122.20	132.18	173.26	159.91	259.02	152.95	116.47	164.85	150.12	312.97	235.44	187.55	178.00	205.46	183.41	209.87	280.76	102.72	137.70	254.74	130.21	123.94	216.94	202.56	160.11	55.01	240.28	176.66	154.37	137.87	212.35	150.99
BP_RS08425	NC_002929.2	1775425	1778358	+	2934	1913.09	1686.88	2602.42	2506.19	1608.30	1544.92	1791.16	1439.61	2902.29	2052.53	792.46	1855.80	1562.00	3755.93	3792.48	2189.78	2382.12	2561.18	2107.14	2698.74	3134.67	847.94	1531.98	2644.84	1997.75	1892.40	2987.31	2667.62	2275.41	320.29	1468.01	1335.57	1324.89	1185.35	1927.11	1427.95
BP_RS08430	NC_002929.2	1778358	1778702	+	345	79.46	116.78	162.33	172.61	83.71	87.50	103.91	35.50	129.58	112.68	61.50	114.48	86.82	198.20	156.50	64.50	150.32	106.70	122.65	122.03	143.47	54.39	83.78	142.37	114.31	74.83	172.21	130.43	138.68	33.50	114.49	73.99	75.61	79.36	138.46	108.03
BP_RS08435	NC_002929.2	1778699	1780327	+	1629	550.70	532.16	758.58	709.08	440.04	466.85	515.63	307.55	667.52	601.93	250.68	583.32	479.57	904.63	958.72	465.40	748.57	742.55	638.97	675.98	719.78	315.25	405.24	815.98	556.70	541.97	703.31	675.07	597.94	150.47	524.22	416.65	388.42	420.36	705.68	455.91
BP_RS08440	NC_002929.2	1780324	1780803	+	480	97.63	104.79	151.71	123.08	76.50	76.85	87.07	64.30	161.45	127.09	49.19	95.10	89.64	162.07	130.14	92.29	120.67	137.33	126.95	108.61	130.43	59.06	101.40	159.38	112.56	79.05	141.28	127.11	87.76	34.06	126.37	79.14	79.08	66.73	130.65	87.70
BP_RS08445	NC_002929.2	1780800	1781084	+	285	69.98	48.53	100.95	94.13	59.86	76.99	68.22	42.88	99.12	76.59	37.92	65.88	65.27	112.94	99.17	41.87	63.79	64.87	88.83	72.90	83.47	34.50	48.12	97.48	75.81	54.19	99.67	86.75	74.25	21.50	67.50	53.50	50.12	62	73.33	61.70
BP_RS08450	NC_002929.2	1781081	1781407	+	327	105.17	110.87	182.47	136.74	71.11	107.19	81.07	67.83	139.74	131.36	62.00	103.86	74.70	166.28	145.48	86.29	112.53	121.66	119.54	134.96	137.12	52.50	79.10	160.62	110.07	95.83	153.95	127.90	121.22	45.92	133.08	78.72	88.29	69.06	96.35	94.71
BP_RS08455	NC_002929.2	1781563	1782513	+	951	0.55	1.88	5.04	1.35	1.85	1.17	3.36	2.50	2.76	2.13	1.89	2.87	3.77	2.76	0.93	0.50	1.25	2.71	2.57	4.02	1.32	0.61	2.61	3.70	3.27	3.75	2.52	2.34	1.21	3.50	0.61	4	3.29	2.17	2.73	2.28
BP_RS08460	NC_002929.2	1782557	1783099	+	543	88.74	81.43	156.84	102.80	74.24	70.95	78.30	42.96	118.36	74.31	40.67	86.72	96.11	138.91	130.83	105.12	134.55	144.77	115.07	101.51	111.23	47.50	70.22	115.08	94.29	82.95	141.80	116.26	99.92	22.58	74.44	93.44	72.66	57.97	94.25	87.43
BP_RS08465	NC_002929.2	1783197	1784045	+	849	279.50	308.61	481.94	335.44	234.55	246.07	250.22	196.25	373.73	297.09	189.69	287.39	230.89	438.88	378.99	265.70	351.26	336.51	320.43	320.78	359.28	192.50	195.21	342.76	282.85	286.12	404.66	330.84	306.30	85	337.49	279.72	298.59	239.63	296.00	273.27
BP_RS08470	NC_002929.2	1784038	1784544	+	507	272.37	294.84	368.58	266.96	172.46	216.95	242.46	208.83	489.60	225.33	136.81	181.37	209.50	532.41	486.78	353.53	309.37	262.80	282.58	392.23	435.56	144.19	231.54	358.26	231.22	217.13	449.14	392.26	304.56	65.21	237.34	251.48	220.92	176.62	228.19	202.25
BP_RS08475	NC_002929.2	1784541	1785542	+	1002	321.21	333.87	382.76	331.56	201.19	259.30	286.35	140.37	505.06	298.92	156.26	280.85	201.96	553.15	494.45	258.72	442.84	416.72	392.60	396.31	584.85	160.37	238.86	506.34	300.66	247.09	479.77	346.05	326.73	69.87	258.46	229.52	264.43	265.98	306.01	291.06
BP_RS08480	NC_002929.2	1785555	1786349	-	795	307.76	245.37	405.62	187.19	154.14	159.72	259.30	132.03	399.22	181.25	105.89	170.62	169.83	540.85	381.89	254.40	257.06	287.60	267.05	303.20	347.30	121.28	226.40	256.39	209.00	155.41	487.43	317.93	304.15	49.31	274.06	233.48	227.88	136.75	256.70	160.67
BP_RS08485	NC_002929.2	1786398	1788299	-	1902	54.19	28.92	91.68	43.37	49.59	37.47	55.82	26.77	81.32	45.58	29.33	32.73	33.55	96.96	64.95	56.50	48.53	64.10	36.02	70.66	74.03	29.54	50.05	50.82	38.16	33.22	78.63	67.63	69.79	2.45	44.58	49.12	41.16	22.64	38.94	29.66
BP_RS08490	NC_002929.2	1788296	1788919	-	624	11.52	6.16	19.03	7.26	7.69	5.51	9.44	6.85	6.67	6.40	6.33	5.81	8.49	16.30	9.89	5.02	8.83	8.53	5.23	15.82	12.37	3.70	7.31	10.09	5.95	3.03	13.84	8.02	13.00	2.17	6.25	8.43	5.32	4.14	5.03	10.48
BP_RS08495	NC_002929.2	1789046	1790170	-	1125	230.84	217.61	378.29	125.28	84.24	83.69	285.68	251.66	417.12	80.45	65.60	65.73	59.94	492.31	381.37	253.28	94.53	110.25	83.81	369.51	467.93	64.44	321.09	125.73	89.68	57.20	458.87	377.10	308.11	34.05	236.94	293.83	274.09	50.69	81.84	49.97
BP_RS08500	NC_002929.2	1790551	1792155	+	1605	703.93	754.22	1071.83	919.93	556.64	562.66	504.70	373.14	732.78	788.43	518.16	728.17	563.46	861.56	663.19	437.33	916.83	842.68	692.21	684.04	666.76	517.69	386.62	831.60	605.28	499.71	645.06	538.46	458.23	271.20	942.19	603.38	588.33	621.92	764.33	665.37
BP_RS08505	NC_002929.2	1792311	1793087	+	777	514.72	461.77	787.64	550.62	299.98	336.55	363.79	265.27	605.02	457.82	323.09	449.73	400.75	656.85	518.14	387.12	619.21	492.93	468.35	484.49	569.28	347.01	289.46	518.13	403.65	313.67	559.02	425.39	395.47	187.40	658.40	375.63	383.21	431.74	421.09	477.79
BP_RS08510	NC_002929.2	1793172	1794170	+	999	193.88	204.58	285.76	206.29	131.53	163.05	149.54	109.25	255.83	188.77	121.44	186.50	167.07	313.44	228.60	170.95	279.90	202.40	202.04	233.95	252.29	135.59	147.35	263.32	162.77	150.91	270.22	201.42	181.18	72.19	269.36	212.38	195.24	212.04	169.38	218.02
BP_RS08515	NC_002929.2	1794167	1794940	+	774	237.05	224.76	298.43	298.26	166.93	228.01	204.66	107.48	371.16	291.22	132.29	245.40	251.23	378.96	396.56	216.62	319.59	271.59	289.58	277.18	364.95	148.38	167.64	358.75	243.49	182.20	346.92	229.88	238.61	58.67	284.84	201.85	173.08	234.24	251.38	243.18
BP_RS08520	NC_002929.2	1794977	1795826	+	850	146.77	121.50	161.26	177.21	101.02	129.63	122.11	48.10	184.26	127.74	83.13	141.74	153.02	257.94	167.51	112.56	202.79	185.20	168.89	128.23	160.50	73.99	77.08	194.29	152.89	107.17	155.40	108.60	107.73	37.07	140.94	100.66	104.80	129.93	188.74	153.04
BP_RS08525	NC_002929.2	1795925	1796875	+	951	8.52	5.69	10.73	5.22	3.51	4.66	5.62	2.55	11.41	7.53	7.29	3.82	4.40	10.29	6.49	3	9.47	3	4.98	8.30	7.08	2.67	4.78	10.41	5.78	4	6.30	4.20	6.93	4.67	8.93	6.33	10.39	5.55	5.37	9.77
BP_RS08530	NC_002929.2	1796913	1797500	+	588	318.08	280.05	449.68	354.26	229.08	247.35	211.81	171.97	321.32	302.78	159.49	304.54	247.42	397.81	332.83	242.69	392.26	387.20	317.50	316.93	341.00	184.11	161.37	337.29	257.48	204.61	309.86	263.84	255.41	107.50	340.55	252.92	278.16	248.42	290.97	221.45
BP_RS08535	NC_002929.2	1797518	1797901	-	384	87.31	77.91	153.23	72.29	35.52	43.74	46.39	27.71	61.22	45.78	40.88	45.88	34.27	84.25	76.63	44.11	70.11	49.39	40.93	46.90	61.62	50.84	43.24	53.96	42.90	23.85	67.59	79.93	51.89	23.00	124.99	66.99	74.31	60.13	65.55	49.45
BP_RS08540	NC_002929.2	1798037	1799055	-	1019	635.46	620.04	1115.87	1165.67	441.09	465.46	599.61	239.23	709.03	564.03	316.35	589.42	459.39	1179.45	1053.34	449.71	693.63	785.63	584.33	813.16	874.58	370.38	383.91	972.14	615.89	557.91	807.37	678.21	792.68	194.71	703.85	549.74	501.44	462.17	708.46	513.51
BP_RS08545	NC_002929.2	1799261	1800553	-	1293	356.83	310.76	532.22	567.48	331.35	336.22	303.22	165.39	408.06	456.49	198.12	399.86	379.28	467.81	425.29	287.94	486.03	479.28	442.13	410.36	483.85	283.67	215.72	562.36	351.39	346.98	414.30	367.18	276.73	111.14	387.22	301.53	315.48	328.52	471.82	366.74
BP_RS08550	NC_002929.2	1800688	1801728	+	1041	484.05	370.84	532.08	581.65	304.05	425.28	339.66	172.99	588.78	547.09	206.57	404.45	402.05	602.63	566.17	304.08	614.90	628.48	503.31	458.72	552.00	228.90	267.43	660.85	372.12	362.53	424.42	396.88	338.01	111.14	356.83	337.54	304.98	327.23	526.94	297.64
BP_RS08555	NC_002929.2	1801826	1802842	-	1017	23.42	19.31	36.78	39.63	21.45	24.20	20.56	17.11	31.85	30.33	17.54	27.73	21.77	46.85	36.32	26.76	36.50	38.83	35.54	37.62	35.74	27.06	22.67	41.24	29.77	29.16	38.86	33.48	29.04	9.76	24.23	22.53	20.75	24.55	39.15	30.71
BP_RS08560	NC_002929.2	1803110	1803757	-	648	132.20	137.96	237.75	305.22	134.15	133.05	111.47	92.00	141.19	191.11	106.14	175.36	165.21	206.80	207.84	111.12	211.91	212.23	162.76	157.69	168.04	106.05	82.18	241.69	157.08	84.20	140.78	123.02	117.35	72.45	185.09	139.38	91.16	168.89	200.40	168.82
BP_RS08565	NC_002929.2	1803883	1804641	+	759	890.56	919.28	1184.21	1225.01	797.46	757.65	672.35	332.93	974.82	1040.39	439.20	914.72	801.09	1297.14	1218.14	711.60	1441.93	1185.15	960.44	1048.73	1119.02	481.68	538.87	1386.68	875.72	938.59	1085.20	988.30	806.95	231.53	790.75	612.20	666.97	715.10	911.56	759.42
BP_RS08570	NC_002929.2	1804626	1805405	+	780	356.70	303.32	435.45	383.73	235.54	312.04	259.97	160.29	428.81	393.52	195.04	325.26	294.89	514.24	429.04	249.75	453.69	468.01	350.07	363.28	404.70	233.62	185.00	455.28	320.74	291.30	413.13	350.49	263.43	89.05	348.61	298.05	248.78	285.24	408.89	265.64
BP_RS08575	NC_002929.2	1805423	1806307	+	885	856.86	869.09	1284.14	978.91	661.78	807.34	606.33	533.23	1058.39	935.95	472.62	799.11	744.35	1169.83	1087.62	736.59	1100.18	1163.94	976.62	872.67	1025.79	502.72	560.72	1044.12	796.14	807.47	1000.58	821.23	811.62	230.64	828.83	706.21	664.87	639.67	941.55	666.94
BP_RS08580	NC_002929.2	1806304	1807083	+	780	566.03	559.05	789.31	536.18	355.11	436.13	343.59	288.13	580.68	506.30	299.02	457.02	431.60	764.99	599.36	381.03	679.22	659.99	527.23	545.75	530.49	305.23	300.74	616.75	421.16	366.32	547.20	465.99	384.94	171.12	574.49	435.29	474.25	369.08	613.34	491.35
BP_RS08585	NC_002929.2	1807188	1807787	+	600	287.63	273.19	455.99	635.04	348.69	360.82	216.07	160.23	278.94	484.48	344.34	489.68	421.73	387.79	355.00	185.06	561.03	479.65	483.05	347.93	356.25	344.00	168.72	575.41	382.35	297.40	294.93	257.29	233.70	178.58	351.49	266.96	218.99	464.37	534.50	492.15
BP_RS08590	NC_002929.2	1808076	1808828	+	753	55.99	48.27	76.30	121.23	61.57	60.09	54.71	33.40	58.73	83.56	46.49	75.78	77.38	94.21	79.73	24.32	89.95	102.25	96.05	69.63	76.55	54.07	35.91	108.42	81.56	53.16	68.74	58.23	65.54	21.38	49.92	53.02	40.26	83.27	90.98	80.93
BP_RS08595	NC_002929.2	1808947	1810347	+	1401	505.24	495.82	765.90	822.65	510.21	522.31	402.09	295.82	590.46	699.59	421.29	644.22	564.60	738.15	591.40	425.91	900.13	827.25	618.79	614.05	621.38	368.46	309.16	841.87	588.31	574.69	580.77	518.32	424.12	226.50	559.42	424.67	416.15	508.78	664.49	511.03
BP_RS08600	NC_002929.2	1810371	1810769	-	399	62.48	58.14	124.48	90.25	63.45	38.26	51.14	29.17	55.40	77.96	37.24	40.39	56.29	90.45	91.59	48.25	79.06	80.07	65.61	75.67	62.84	41.98	47	49.81	64.16	84.45	70.27	49.39	59.80	13.33	95.53	53.12	46.34	47.43	69.58	41.50
BP_RS08605	NC_002929.2	1810945	1811145	+	201	194.88	292.46	560.37	262.42	160.75	149.61	185.23	130.74	200.36	212.75	82.15	189.60	185.48	356.75	272.78	132.52	339.75	265.28	226.73	314.79	337.34	91.25	112.53	246.01	145.46	106.27	263.73	220.67	200.17	46	312.18	159.89	164.45	164.40	264.15	120.04
BP_RS08610	NC_002929.2	1811284	1812012	+	729	218.44	324.69	521.96	262.23	143.81	131.47	141.75	150.41	180.75	171.11	122.63	164.60	164.39	263.37	181.71	139.57	237.11	230.94	188.67	228.81	229.08	154.92	143.26	190.66	144.77	156.85	200.71	196.91	159.78	68.14	395.74	209.75	216.90	176.74	245.15	196.96
BP_RS08615	NC_002929.2	1812146	1813561	+	1416	81.61	112.70	204.06	124.15	74.26	65.43	90.45	39.57	89.46	108.02	45.57	86.82	89.99	139.63	129.49	83.45	156.38	134.69	102.04	134.99	170.81	45.81	59.38	95.86	85.33	88.82	114.55	90.67	85.55	23.06	103.57	90.36	69.89	67.45	113.02	60.79
BP_RS08620	NC_002929.2	1813565	1814428	-	864	199.24	191.23	281.31	156.84	116.20	93.88	120.17	88.18	160.52	124.82	104.65	139.72	103.95	237.00	175.13	97.17	167.70	157.89	129.48	150.43	193.20	97.00	99.92	128.19	135.25	102.70	169.49	119.62	125.12	50	212.86	136.87	126.04	138.88	176.47	122.49
BP_RS08625	NC_002929.2	1814441	1815190	-	750	246.46	224.26	319.56	233.78	148.94	151.69	150.91	101.87	256.80	188.32	91.18	211.12	151.50	273.43	260.60	168.08	235.81	255.31	184.68	235.34	266.54	121.79	125.13	226.22	163.73	151.22	205.19	204.84	165.89	41.90	222.23	172.81	166.58	154.58	205.17	126.21
BP_RS08630	NC_002929.2	1815373	1817388	+	2016	1155.34	1317.08	1798.94	1839.78	1159.14	1213.65	1003.36	828.12	1445.16	1657.77	815.66	1497.25	1387.12	1721.46	1390.52	1126.26	1951.91	1904.24	1490.34	1376.60	1469.55	854.29	778.40	1865.61	1217.53	1237.59	1345.68	1163.16	982.48	465.37	1327.82	989.40	940.61	1213.93	1660.97	1162.62
BP_RS08635	NC_002929.2	1817370	1818038	-	669	259.43	279.62	393.84	224.37	142.27	127.75	254.94	122.05	318.30	161.50	72.63	112.95	142.32	402.88	350.65	181.51	193.72	174.08	157.21	324.22	360.87	79.91	203.17	186.83	136.95	118.81	389.79	310.30	279.64	44.28	311.28	199.80	181.04	107.48	173.66	123.47
BP_RS08640	NC_002929.2	1818037	1818714	+	678	271.97	391.74	621.56	278.37	128.59	129.76	308.38	178.57	362.87	173.84	119.41	152.84	164.15	536.92	386.41	286.25	287.29	199.54	193.93	423.54	508.68	109.89	272.15	233.29	161.36	175.80	456.64	361.54	335.56	52.97	456.05	276.84	254.00	143.99	189.17	157.03
BP_RS08650	NC_002929.2	1818813	1819763	+	951	14.24	12.89	13.34	17.40	3.68	0.38	9.18	1.53	13	5.92	1.48	7.43	6.22	9.77	15.11	3	11.45	6.06	8.22	10.73	11.04	5.52	9.21	3.89	3.18	4.18	11.50	4.76	12.03	1.12	11.24	12.26	11.31	4.10	6.63	7.51
BP_RS08655	NC_002929.2	1819912	1820250	-	339	1330.11	1357.06	1622.13	58.57	49.28	52.48	787.01	558.24	1006.94	55.83	25.52	35.50	28.42	1282.35	1091.14	746.73	64.50	82.23	53.67	1034.20	1029.01	33.03	529.67	45.42	35.46	47.33	1195.72	1129.32	868.82	17.92	809.29	929.11	956.54	38.10	67.31	47.48
BP_RS08660	NC_002929.2	1820308	1820469	-	162	777.52	627.84	1049.26	68.67	24.67	32.45	517.99	329.33	744.51	47.43	27.03	35.50	30.78	850.61	874.06	439.98	73.75	80	36.25	666.75	680.96	22.00	393.48	43.75	34.46	39.42	871.48	722.94	644	8	657.83	606.31	543.19	24.32	63.03	23.56
BP_RS08665	NC_002929.2	1820501	1820701	-	201	732.15	658.09	1087.28	65.08	39.99	33.07	609.14	640.78	839.12	56.83	20.50	39.62	22.99	1032.67	1047.65	782.00	67.49	66.18	31	813.69	798.89	24.50	608.23	38.86	41.25	41	1110.00	892.29	865.97	17	718.85	716.10	701.34	18.75	38.28	18.17
BP_RS08670	NC_002929.2	1820967	1823540	-	2574	241.46	226.39	299.70	238.21	105.09	147.98	197.86	133.41	304.17	191.19	115.72	172.46	120.84	349.42	275.85	215.21	259.54	212.09	181.07	303.73	322.50	119.76	149.87	209.13	165.05	171.64	297.46	255.35	197.31	58.86	307.27	219.09	183.46	132.10	233.98	131.24
BP_RS08675	NC_002929.2	1823611	1826160	-	2550	512.03	424.37	604.61	526.79	279.68	366.35	420.15	350.99	691.64	363.06	225.63	355.11	278.37	746.02	599.62	460.10	579.03	475.26	376.25	638.20	781.26	189.34	259.62	458.33	333.89	288.17	567.72	524.93	397.29	95.51	471.80	482.77	347.73	248.24	387.58	261.85
